Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	UniProt
EG11764	b3597	3770243	3771379	EG11764-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFV0'>P0AFV0</a>
G0-16687	b4721	4556654	4556797	MONOMER0-4392	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPC5'>P0DPC5</a>
EG10529	b2569	2705325	2707124	EG10529-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P60785'>P60785</a>
EG12005	b2124	2211726	2212196	EG12005-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33355'>P33355</a>
G6381	b0712	744243	745175	G6381-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75745'>P75745</a>
EG11158	b2912	3056241	3056789	EG11158-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC28'>P0AC28</a>
G6863	b1607	1681695	1682030	G6863-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACX0'>P0ACX0</a>
G7885	b4255	4478473	4478889	G7885-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AF90'>P0AF90</a>
EG10213	b0381	399829	400923	DALADALALIGA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6J8'>P0A6J8</a>
G6783	b1489	1563334	1565733	G6783-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76129'>P76129</a>
G7535	b2968	3110590	3111126	G7535-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46832'>Q46832</a>
EG11761	b1461	1533052	1533285	EG11761-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31992'>P31992</a>
EG11426	b3624	3799345	3800196	EG11426-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27241'>P27241</a>
EG10106	b3739	3922060	3922440	EG10106-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ABC0'>P0ABC0</a>
EG11249	b2782	2910756	2911091	EG11249-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AE70'>P0AE70</a>
EG11576	b0072	79464	80864	LEUC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6A6'>P0A6A6</a>
G0-8905	b4435	2071317	2071511	IS102-RNA	UNCHARACTERIZED	
EG11088	b0113	122092	122856	EG11088-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACL9'>P0ACL9</a>
EG10310	b4316	4544304	4545029	EG10310-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31697'>P31697</a>
EG11375	b2153	2242984	2243652	GTP-CYCLOHYDRO-I-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6T5'>P0A6T5</a>
G6233	b0402	420986	422359	PROY-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAE2'>P0AAE2</a>
EG10301	b2731	2854338	2856416	PD02936	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P19323'>P19323</a>
EG10283	b4232	4454611	4455609	F16B-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A993'>P0A993</a>
G6632	b4573	1294426	1295322	G6632-MONOMER		<a href='https://www.uniprot.org/uniprot/P30192'>P30192</a>
G6596	b1152	1206131	1206922	G6596-MONOMER		<a href='https://www.uniprot.org/uniprot/P75981'>P75981</a>
EG11989	b2110	2190926	2191645	EG11989-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33342'>P33342</a>
EG10276	b3256	3405917	3407266	BIOTIN-CARBOXYL-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P24182'>P24182</a>
G6946	b1751	1834116	1834793	G6946-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76220'>P76220</a>
EG11900	b1348	1413733	1413927	EG11900-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33229'>P33229</a>
EG11519	b3481	3618588	3618989	EG11519-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6Z6'>P0A6Z6</a>
G7286	b2456	2571763	2572050	G7286-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AEJ8'>P0AEJ8</a>
EG10990	b3117	3265039	3266028	THREDEHYDCAT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGF6'>P0AGF6</a>
EG12517	b4227	4449962	4450918	YTFQ-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39325'>P39325</a>
G0-16653	b4644	2775545	2775816	G0-16653-MONOMER		<a href='https://www.uniprot.org/uniprot/P58095'>P58095</a>
G7650	b3156	3300255	3300758	G7650-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P63417'>P63417</a>
G495	b2901	3043662	3045101	G495-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46829'>Q46829</a>
G0-8900	b4743	1409308	1409481	MONOMER0-4420	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPO3'>P0DPO3</a>
G7551	b2985	3133244	3133957	G7551-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46843'>Q46843</a>
EG10434	b3802	3986686	3987882	EG10434-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACB7'>P0ACB7</a>
G7527	b2951	3095098	3095802	G7527-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P67080'>P67080</a>
G6629	b1202	1253085	1255952	G6629-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76017'>P76017</a>
G0-10632	b4668	2153681	2153737	MONOMER0-2858	PARTIAL	<a href='https://www.uniprot.org/uniprot/C1P608'>C1P608</a>
G6482	b0940	999216	1001816	G6482-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75857'>P75857</a>
G6242	b0441	461915	463786	G6242-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADY1'>P0ADY1</a>
EG11498	b3262	3411653	3412537	EG11498-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P28638'>P28638</a>
G0-10751	b4712	3648063	3648144	RNA0-379	UNCHARACTERIZED	
G0-10703		3367613	3367770			
EG11445	b2918	3062987	3063982	EG11445-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P27254'>P27254</a>
EG11691	b3664	3842455	3843789	EG11691-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31440'>P31440</a>
EG11540	b1004	1067112	1067708	PD01343	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8G6'>P0A8G6</a>
EG12830	b0466	490110	490271	EG12830-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45807'>P45807</a>
EG10334	b3844	4026527	4027228	FMNREDUCT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEN1'>P0AEN1</a>
G6861	b1605	1679557	1680939	ARCD-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAE5'>P0AAE5</a>
EG11203	b3865	4050133	4050765	EG11203-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6P7'>P0A6P7</a>
EG10152	b0765	796554	797612	MODC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P09833'>P09833</a>
G7745	b3402	3530715	3532439	G7745-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45804'>P45804</a>
EG12120	b1234	1289245	1290150	EG12120-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AFR0'>P0AFR0</a>
EG11630	b0855	894991	896124	POTG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31134'>P31134</a>
EG12112	b2624	2758644	2758856	PD02850	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33997'>P33997</a>
G7340	b2546	2675827	2676825	YPHD-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77315'>P77315</a>
G0-17095	b4820	3490132	3490185	MONOMER0-4548	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DV19'>P0DV19</a>
EG10033	b1002	1065585	1066826	GLUCOSE-1-PHOSPHAT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P19926'>P19926</a>
G7306	b2489	2610706	2611464	MONOMER0-151	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77668'>P77668</a>
EG12267	b3546	3708784	3710475	EG12267-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37661'>P37661</a>
G6798	b1511	1598617	1600209	G6798-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77432'>P77432</a>
EG11294	b1208	1262026	1262877	EG11294-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P62615'>P62615</a>
EG10428	b0369	388753	389727	PORPHOBILSYNTH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACB2'>P0ACB2</a>
EG10471	b0975	1035770	1036357	EG10471-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P19930'>P19930</a>
G7060	b1972	2040483	2041118	G7060-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76343'>P76343</a>
EG30024	b0206	228928	229004	aspU-tRNA	WELL-CHARACTERIZED	
EG30016	b2348	2466309	2466383	argW-tRNA	WELL-CHARACTERIZED	
G0-17117	b4836	4056428	4056621	RNA0-434	WELL-CHARACTERIZED	
G7879	b4248	4472814	4473209	G7879-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39332'>P39332</a>
G0-10513	b4523	1335291	1335458	MONOMER0-2886	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P58094'>P58094</a>
G7260	b2419	2537342	2537716	G7260-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q47702'>Q47702</a>
EG11133	b1708	1792267	1792731	EG11133-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23898'>P23898</a>
G7761	b3444	3583483	3583758	MONOMER0-4226	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF12'>P0CF12</a>
EG11101	b0476	499014	499973	EG11101-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P23872'>P23872</a>
EG10225	b0160	179237	180754	DGTPTRIPHYDRO-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P15723'>P15723</a>
EG11831	b3859	4042415	4043401	EG11831-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0C0K3'>P0C0K3</a>
EG10902	b3314	3449182	3449883	EG10902-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7V3'>P0A7V3</a>
EG10223	b0840	881976	882734	PD01196	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACK5'>P0ACK5</a>
EG11020	b1363	1423782	1425239	TRKG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23849'>P23849</a>
EG11663	b3349	3477907	3478497	EG11663-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9K9'>P0A9K9</a>
EG11867	b3903	4094723	4095982	RHAMNISOM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32170'>P32170</a>
EG11566	b0045	45807	47138	YAAU-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31679'>P31679</a>
G7254	b2392	2511468	2512706	YFEP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A769'>P0A769</a>
G6256	b0479	503476	504696	FSR-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52067'>P52067</a>
G6685	b1361	1422752	1423312	G6685-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76066'>P76066</a>
G7384	b2649	2783638	2784429	G7384-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76612'>P76612</a>
EG11522	b0702	733776	734102	EG11522-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAU5'>P0AAU5</a>
G7603	b3084	3234739	3235875	G7603-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P42596'>P42596</a>
G7241	b2378	2495645	2496565	PALMITOTRANS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACV2'>P0ACV2</a>
G6721	b1400	1464471	1465061	G6721-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77181'>P77181</a>
G0-16726	b4731	383960	384079	MONOMER0-4408	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPN1'>P0DPN1</a>
EG11943	b4068	4284899	4285213	YJCH-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AF54'>P0AF54</a>
EG11437	b1090	1147621	1148691	EG11437-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27247'>P27247</a>
EG10567	b1817	1902048	1903019	MANX-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69797'>P69797</a>
EG11962	b3604	3779054	3779830	EG11962-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACL7'>P0ACL7</a>
EG12297	b3613	3786838	3788097	EG12297-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37690'>P37690</a>
G0-10615	b4628	266776	266967			
G7207	b2336	2451584	2452336	G7207-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77599'>P77599</a>
EG11903	b3944	4137040	4137657	EG11903-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32668'>P32668</a>
G7334	b2540	2670908	2671228	HCAC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABW0'>P0ABW0</a>
G6672	b1340	1405979	1406542	G6672-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76053'>P76053</a>
EG12204	b1823	1907226	1907435	EG12204-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9Y6'>P0A9Y6</a>
EG12194	b0999	1062550	1062855	EG12194-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P63264'>P63264</a>
G0-8875	b4459	4277926	4278066	SRAL-RNA	PARTIAL	
G6780	b1486	1559907	1560929	YDDR-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77308'>P77308</a>
G7868	b4211	4433164	4434024	G7868-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39315'>P39315</a>
G7152	b2225	2327367	2328143	G7152-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76462'>P76462</a>
G0-10604	b4614	3722077	3722111			
EG10718	b4099	4319599	4320663	EG10718-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16687'>P16687</a>
EG11562	b0041	42403	43173	EG11562-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P60566'>P60566</a>
EG10856	b0611	644197	645003	EG10856-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21338'>P21338</a>
G6129	b0254	269289	270182	G6129-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q57083'>Q57083</a>
EG10275	b3255	3405436	3405906	BCCP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABD8'>P0ABD8</a>
EG11168	b3061	3206463	3207374	TTDA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05847'>P05847</a>
EG12367	b0575	598714	601857	YBDE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P38054'>P38054</a>
EG11444	b2917	3060850	3062994	METHYLMALONYL-COA-MUT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27253'>P27253</a>
EG10908	b3230	3377815	3378207	EG10908-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7X3'>P0A7X3</a>
G7165	b2252	2365018	2365620	G7165-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45565'>P45565</a>
EG10842	b3906	4098646	4099494	PD00222	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P09378'>P09378</a>
G0-9613	b4455	3720448	3720600	MONOMER0-1605	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37305'>P37305</a>
G0-10467	b4553	3725413	3725712	MONOMER0-2689	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q2M7M3'>Q2M7M3</a>
EG10216	b2317	2434082	2434741	EG10216-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ABP6'>P0ABP6</a>
EG11887	b2582	2718735	2719154	OX-THIOREDOXIN2-MONOMER // RED-THIOREDOXIN2-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGG4'>P0AGG4</a>
G6224	b0373	392602	392901	MONOMER0-4242	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF67'>P0CF67</a>
G6878	b1635	1714377	1714982	GST-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9D2'>P0A9D2</a>
EG10141	b1737	1819856	1821214	CELB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P17334'>P17334</a>
G6474	b0926	983075	983623	G6474-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AB06'>P0AB06</a>
G6099	b0212	234027	234782	GLYOXII-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC84'>P0AC84</a>
EG10080	b1704	1788435	1789481	AROH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00887'>P00887</a>
G6429	b0829	867520	869391	YLIA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75796'>P75796</a>
EG10454	b2318	2434824	2435636	EG10454-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07649'>P07649</a>
EG10967	b3651	3824515	3825204	EG10967-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGJ2'>P0AGJ2</a>
G7327	b2532	2662583	2663323	G7327-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AE01'>P0AE01</a>
EG11471	b3827	4011076	4011975	EG11471-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADP5'>P0ADP5</a>
G6635	b1267	1324098	1324718	G6635-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AFR4'>P0AFR4</a>
EG11113	b0970	1030759	1031418	EG11113-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAC6'>P0AAC6</a>
EG10935	b1916	1996110	1996832	PD02198	PARTIAL	<a href='https://www.uniprot.org/uniprot/P07026'>P07026</a>
EG11424	b3622	3796948	3798207	EG11424-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P27243'>P27243</a>
EG11004	b1845	1926779	1928839	EG11004-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P24555'>P24555</a>
G7164	b2251	2364554	2364979	G7164-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52006'>P52006</a>
G6686	b1362	1423345	1423644	G6686-MONOMER		<a href='https://www.uniprot.org/uniprot/P77551'>P77551</a>
G6589	b1145	1202259	1202933	G6589-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75974'>P75974</a>
G0-17025	b4779	2347350	2347385	MONOMER0-4491	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSF7'>P0DSF7</a>
G6261	b0485	511641	512573	G6261-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77454'>P77454</a>
G7075	b4582			G7075-MONOMER		<a href='https://www.uniprot.org/uniprot/P76356'>P76356</a>
G7357	b2618	2754008	2754298	G7357-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P52119'>P52119</a>
EG11027	b1263	1319789	1321384	ANTHRANSYNCOMPII-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00904'>P00904</a>
G6144	b0272	288404	289162	G6144-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77300'>P77300</a>
G7252	b2390	2511001	2511327	G7252-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64542'>P64542</a>
G7605	b3086	3236540	3237232	G7605-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P42598'>P42598</a>
EG10570	b0168	188712	189506	EG10570-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AE18'>P0AE18</a>
EG11791	b2934	3078887	3079330	CMTB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69824'>P69824</a>
EG10409	b3560	3724407	3725318	GLYQ-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00960'>P00960</a>
EG12539	b4265	4491206	4492525	YJGT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39344'>P39344</a>
EG11828	b3856	4040906	4041433	EG11828-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32125'>P32125</a>
EG30030	b0668	696756	696830	glnW-tRNA	WELL-CHARACTERIZED	
EG11192	b3644	3816676	3817539	EG11192-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23839'>P23839</a>
EG11389	b1926	2005713	2006078	EG11389-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ABY2'>P0ABY2</a>
G370	b1879	1962972	1965050	G370-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76298'>P76298</a>
G7108	b2063	2137902	2139485	G7108-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76389'>P76389</a>
EG10170	b3806	3991153	3993699	ADENYLATECYC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00936'>P00936</a>
EG10909	b3321	3452959	3453270	EG10909-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7R5'>P0A7R5</a>
G7865	b4207	4428935	4429555	G7865-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9L3'>P0A9L3</a>
EG10392	b2242	2354265	2355524	ANGLYC3PDEHYDROGSUBUNITB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P13033'>P13033</a>
G7315	b2504	2629290	2629481	G7315-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P64545'>P64545</a>
G7416	b2735	2860467	2861234	G7416-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P52598'>P52598</a>
G6849	b1591	1664506	1665120	G6849-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69853'>P69853</a>
EG10788	b2415	2533764	2534021	PTSH-PHOSPHORYLATED // PTSH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AA04'>P0AA04</a>
EG10331	b4153	4379783	4380517	FUM-FE-S	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC47'>P0AC47</a>
G7137	b2105	2185524	2185796	G7137-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P64530'>P64530</a>
G0-16737	b4742	1359177	1359341	MONOMER0-4419	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPO2'>P0DPO2</a>
G7432	b2766	2892657	2893928	G7432-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46904'>Q46904</a>
G7554	b2997	3145143	3146261	MONOMER0-145	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69741'>P69741</a>
G6730	b1411	1480909	1482201	G6730-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76093'>P76093</a>
G0-10602	b4611	3195097	3195240	RNA0-332	PARTIAL	
G7759	b3442	3581863	3583041	G7759-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P46855'>P46855</a>
EG10888	b3302	3444543	3444722	EG10888-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AG51'>P0AG51</a>
EG11762	b3592	3761347	3761955	EG11762-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACA1'>P0ACA1</a>
EG11631	b0856	896134	897087	POTH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31135'>P31135</a>
G0-17090	b4815	234288	234320	MONOMER0-4543	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DUW0'>P0DUW0</a>
EG12720	b3078	3226234	3227667	YGJI-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P42590'>P42590</a>
G0-16716	b4630	313716	313805	G0-16716-MONOMER		
EG12166	b0920	972622	973401	EG12166-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AB01'>P0AB01</a>
EG10959	b2938	3083935	3085911	ARGDECARBOXBIO-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21170'>P21170</a>
G7711	b3333	3463922	3465085	G7711-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45763'>P45763</a>
EG11707	b3680	3860283	3861176	EG11707-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31449'>P31449</a>
EG12475	b4156	4383839	4385341	YJEM-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39282'>P39282</a>
EG10173	b0733	771458	773026	CYDA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABJ9'>P0ABJ9</a>
G0-10475	b4568	4612128	4612289	MONOMER0-2697	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q2M5U1'>Q2M5U1</a>
G6738	b1423	1495288	1496631	G6738-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76097'>P76097</a>
EG12081	b2826	2963707	2964177	EG12081-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33554'>P33554</a>
EG11902	b3943	4136108	4137013	EG11902-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABT8'>P0ABT8</a>
EG10557	b1620	1698152	1699180	PD00361	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P18811'>P18811</a>
G0-9387		3184570	3184718			
G0-10603	b4612	3584404	3584559	MONOMER0-2826	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P58037'>P58037</a>
